Age,MP,Min,CrdY,CrdR,PKatt,Gls,Ast,PK,Pos_encoded,Comp_encoded
26.0,19,1290,6.0,0.0,0.0,2.0,2.0,0.0,7,4
24.0,23,1702,0.0,0.0,0.0,1.0,2.0,0.0,7,4
28.0,18,1102,2.0,0.0,0.0,7.0,3.0,0.0,3,4
26.0,14,967,2.0,0.0,0.0,0.0,2.0,0.0,7,2
28.0,17,1298,0.0,0.0,0.0,0.0,4.0,0.0,7,3
28.0,10,198,2.0,0.0,0.0,1.0,0.0,0.0,3,0
28.0,6,523,1.0,0.0,1.0,1.0,1.0,0.0,3,0
23.0,16,1196,1.0,0.0,0.0,4.0,1.0,0.0,7,0
24.0,24,2001,4.0,0.0,0.0,2.0,3.0,0.0,0,3
24.0,3,241,0.0,0.0,0.0,0.0,0.0,0.0,7,2
26.0,18,1519,4.0,1.0,0.0,0.0,1.0,0.0,0,3
21.0,5,136,2.0,0.0,0.0,0.0,0.0,0.0,7,0
31.0,18,1441,4.0,0.0,1.0,3.0,1.0,0.0,7,2
31.0,22,1885,5.0,0.0,0.0,1.0,3.0,0.0,0,1
23.0,14,628,2.0,0.0,0.0,3.0,0.0,0.0,7,0
28.0,20,1603,4.0,0.0,0.0,0.0,2.0,0.0,0,4
25.0,26,1769,3.0,0.0,0.0,0.0,1.0,0.0,7,3
21.0,16,514,3.0,0.0,0.0,1.0,1.0,0.0,3,0
22.0,21,760,2.0,0.0,0.0,1.0,2.0,0.0,7,1
19.0,3,50,0.0,0.0,0.0,0.0,0.0,0.0,0,1
25.0,21,1290,2.0,0.0,0.0,12.0,1.0,0.0,3,1
29.0,15,1208,0.0,0.0,0.0,0.0,0.0,0.0,0,3
31.0,21,1503,5.0,0.0,0.0,0.0,1.0,0.0,7,1
28.0,11,878,1.0,0.0,0.0,0.0,0.0,0.0,0,0
20.0,3,68,0.0,0.0,0.0,0.0,0.0,0.0,7,3
31.0,11,740,2.0,0.0,1.0,2.0,0.0,0.0,7,2
20.0,21,993,3.0,0.0,0.0,0.0,0.0,0.0,7,2
19.0,17,1269,1.0,0.0,0.0,2.0,5.0,0.0,7,0
27.0,22,1835,2.0,1.0,0.0,1.0,0.0,0.0,7,4
20.0,1,51,0.0,0.0,0.0,0.0,0.0,0.0,0,2
28.0,13,429,0.0,0.0,0.0,0.0,0.0,0.0,7,2
26.0,21,1166,3.0,0.0,1.0,2.0,2.0,1.0,7,4
30.0,3,12,1.0,0.0,0.0,0.0,0.0,0.0,3,3
30.0,15,274,0.0,0.0,0.0,0.0,0.0,0.0,7,3
30.0,10,608,1.0,0.0,0.0,1.0,0.0,0.0,7,3
24.0,16,1146,2.0,0.0,0.0,1.0,0.0,0.0,7,2
34.0,11,860,3.0,0.0,0.0,0.0,1.0,0.0,0,2
28.0,20,1200,2.0,0.0,0.0,0.0,2.0,0.0,0,0
37.0,5,57,2.0,0.0,0.0,0.0,0.0,0.0,3,1
0.0,2,11,0.0,0.0,0.0,1.0,0.0,0.0,3,4
26.0,4,23,0.0,0.0,0.0,0.0,0.0,0.0,3,3
25.0,17,1262,2.0,0.0,0.0,1.0,1.0,0.0,0,0
38.0,18,1161,6.0,0.0,0.0,0.0,2.0,0.0,7,0
35.0,14,1138,1.0,0.0,0.0,0.0,0.0,0.0,0,3
22.0,9,574,5.0,2.0,0.0,0.0,0.0,0.0,0,4
31.0,21,1418,1.0,0.0,0.0,5.0,5.0,0.0,3,3
24.0,26,2299,3.0,0.0,0.0,0.0,2.0,0.0,0,3
29.0,12,394,1.0,0.0,0.0,0.0,0.0,0.0,7,4
25.0,21,1449,1.0,0.0,0.0,2.0,1.0,0.0,7,2
28.0,17,1303,1.0,0.0,0.0,4.0,2.0,0.0,7,1
28.0,11,931,1.0,0.0,0.0,1.0,0.0,0.0,0,3
20.0,6,414,0.0,0.0,0.0,0.0,0.0,0.0,7,1
24.0,14,608,3.0,0.0,0.0,0.0,1.0,0.0,7,1
20.0,9,139,0.0,0.0,0.0,1.0,1.0,0.0,3,3
22.0,12,155,0.0,0.0,0.0,0.0,0.0,0.0,3,3
22.0,3,270,1.0,0.0,0.0,1.0,1.0,0.0,3,1
23.0,13,798,2.0,0.0,0.0,0.0,1.0,0.0,0,3
29.0,21,1878,1.0,0.0,0.0,0.0,6.0,0.0,7,2
24.0,18,757,1.0,0.0,0.0,0.0,0.0,0.0,7,3
21.0,24,1628,3.0,1.0,0.0,3.0,0.0,0.0,7,3
27.0,13,700,2.0,0.0,0.0,0.0,3.0,0.0,7,1
21.0,14,904,2.0,0.0,0.0,0.0,0.0,0.0,0,0
28.0,13,159,1.0,0.0,0.0,1.0,0.0,0.0,3,3
29.0,17,1265,4.0,0.0,0.0,11.0,4.0,0.0,3,0
27.0,17,1269,3.0,0.0,0.0,1.0,1.0,0.0,0,0
21.0,3,39,0.0,0.0,0.0,0.0,0.0,0.0,0,0
20.0,14,799,2.0,0.0,1.0,6.0,3.0,1.0,7,0
25.0,19,1381,3.0,0.0,0.0,1.0,3.0,0.0,0,0
19.0,1,77,0.0,0.0,0.0,0.0,0.0,0.0,0,1
27.0,17,1488,3.0,0.0,0.0,0.0,0.0,0.0,0,4
31.0,19,1214,2.0,1.0,0.0,0.0,0.0,0.0,7,1
24.0,12,830,2.0,0.0,0.0,0.0,0.0,0.0,0,4
23.0,22,1704,2.0,0.0,0.0,4.0,3.0,0.0,7,1
27.0,20,1492,2.0,0.0,0.0,0.0,1.0,0.0,7,4
30.0,23,2070,2.0,0.0,0.0,0.0,0.0,0.0,0,1
21.0,18,1398,2.0,0.0,0.0,0.0,3.0,0.0,0,4
27.0,22,1831,2.0,0.0,0.0,0.0,6.0,0.0,0,1
23.0,8,394,2.0,0.0,0.0,0.0,0.0,0.0,0,4
34.0,25,2250,4.0,0.0,0.0,1.0,0.0,0.0,0,3
24.0,20,1487,4.0,0.0,3.0,7.0,0.0,3.0,3,1
29.0,21,1340,2.0,0.0,0.0,0.0,4.0,0.0,7,4
24.0,12,527,4.0,0.0,0.0,0.0,2.0,0.0,0,2
27.0,16,1188,7.0,0.0,0.0,0.0,2.0,0.0,7,2
39.0,20,1608,4.0,0.0,0.0,5.0,1.0,0.0,3,4
20.0,1,21,0.0,0.0,0.0,0.0,0.0,0.0,7,1
27.0,13,871,1.0,0.0,1.0,3.0,4.0,1.0,7,1
27.0,24,2142,2.0,0.0,0.0,0.0,0.0,0.0,0,4
29.0,8,379,1.0,0.0,0.0,1.0,0.0,0.0,0,0
27.0,21,1644,3.0,0.0,3.0,2.0,0.0,1.0,7,1
18.0,3,48,0.0,0.0,0.0,0.0,0.0,0.0,3,4
18.0,14,379,2.0,0.0,0.0,4.0,2.0,0.0,3,2
36.0,15,524,1.0,0.0,0.0,1.0,1.0,0.0,3,4
23.0,13,646,1.0,0.0,0.0,0.0,0.0,0.0,0,1
34.0,7,305,2.0,0.0,0.0,1.0,1.0,0.0,7,0
25.0,3,240,0.0,0.0,0.0,2.0,0.0,0.0,3,1
34.0,13,603,1.0,0.0,0.0,0.0,1.0,0.0,7,4
23.0,22,1811,6.0,0.0,0.0,0.0,1.0,0.0,0,4
22.0,19,1463,2.0,1.0,0.0,0.0,0.0,0.0,0,1
34.0,13,698,3.0,0.0,0.0,1.0,0.0,0.0,0,3
24.0,24,2149,6.0,0.0,0.0,4.0,1.0,0.0,0,3
25.0,13,760,3.0,1.0,0.0,0.0,0.0,0.0,7,1
19.0,2,40,0.0,0.0,0.0,0.0,0.0,0.0,3,4
19.0,3,37,0.0,0.0,0.0,0.0,0.0,0.0,3,4
23.0,13,394,2.0,0.0,0.0,0.0,1.0,0.0,7,0
28.0,9,384,2.0,1.0,0.0,0.0,0.0,0.0,0,2
23.0,7,332,1.0,0.0,0.0,1.0,1.0,0.0,7,4
21.0,12,570,1.0,1.0,0.0,0.0,1.0,0.0,7,2
21.0,6,249,0.0,0.0,0.0,0.0,0.0,0.0,0,1
32.0,13,266,0.0,0.0,0.0,0.0,0.0,0.0,7,1
26.0,21,1258,1.0,0.0,3.0,5.0,0.0,3.0,7,1
31.0,14,1073,2.0,0.0,0.0,0.0,0.0,0.0,0,1
25.0,15,1056,3.0,2.0,1.0,2.0,4.0,1.0,7,0
19.0,8,99,0.0,0.0,0.0,1.0,0.0,0.0,3,2
27.0,1,12,1.0,0.0,0.0,0.0,0.0,0.0,7,1
27.0,18,1182,4.0,3.0,1.0,3.0,0.0,1.0,3,1
19.0,18,1186,0.0,0.0,0.0,0.0,4.0,0.0,7,1
24.0,10,265,3.0,1.0,0.0,0.0,0.0,0.0,7,4
23.0,11,758,3.0,0.0,0.0,0.0,0.0,0.0,0,4
25.0,23,1457,3.0,0.0,0.0,3.0,1.0,0.0,3,4
25.0,20,1557,2.0,0.0,0.0,1.0,7.0,0.0,7,2
19.0,3,198,1.0,0.0,0.0,2.0,1.0,0.0,7,3
26.0,19,1648,6.0,1.0,0.0,0.0,0.0,0.0,0,1
26.0,13,680,0.0,0.0,1.0,3.0,1.0,1.0,3,4
28.0,23,1799,5.0,0.0,3.0,5.0,3.0,3.0,7,4
31.0,20,1105,2.0,0.0,0.0,1.0,2.0,0.0,7,4
22.0,13,628,2.0,0.0,0.0,1.0,4.0,0.0,3,4
17.0,15,608,1.0,1.0,0.0,1.0,1.0,0.0,7,2
23.0,13,593,2.0,0.0,0.0,0.0,0.0,0.0,7,4
34.0,5,274,0.0,0.0,0.0,0.0,0.0,0.0,0,4
19.0,9,434,3.0,0.0,0.0,0.0,0.0,0.0,7,4
18.0,18,1620,4.0,0.0,0.0,4.0,0.0,0.0,0,0
18.0,4,49,0.0,0.0,0.0,0.0,0.0,0.0,3,0
23.0,5,366,2.0,0.0,0.0,3.0,0.0,0.0,3,2
23.0,10,324,1.0,0.0,0.0,0.0,1.0,0.0,3,0
31.0,18,1575,0.0,0.0,0.0,1.0,0.0,0.0,0,0
29.0,14,420,0.0,0.0,1.0,3.0,2.0,1.0,3,0
35.0,24,2146,8.0,0.0,0.0,0.0,2.0,0.0,0,3
28.0,18,959,2.0,0.0,0.0,1.0,0.0,0.0,0,3
25.0,23,1956,4.0,0.0,0.0,0.0,1.0,0.0,0,4
28.0,17,1461,2.0,0.0,0.0,0.0,2.0,0.0,0,3
31.0,5,413,0.0,0.0,0.0,0.0,0.0,0.0,7,3
30.0,24,1828,1.0,0.0,0.0,8.0,1.0,0.0,3,3
19.0,6,62,1.0,0.0,0.0,0.0,0.0,0.0,7,3
25.0,18,1320,1.0,0.0,0.0,2.0,2.0,0.0,7,2
18.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,3,0
20.0,14,446,1.0,0.0,0.0,0.0,0.0,0.0,3,0
35.0,24,1373,4.0,0.0,3.0,8.0,0.0,1.0,3,3
29.0,3,14,0.0,0.0,0.0,0.0,0.0,0.0,3,0
22.0,22,1795,4.0,0.0,0.0,3.0,0.0,0.0,7,4
20.0,1,14,0.0,0.0,0.0,0.0,0.0,0.0,7,1
22.0,22,1813,5.0,1.0,0.0,0.0,2.0,0.0,7,3
28.0,7,411,0.0,0.0,0.0,0.0,1.0,0.0,0,3
32.0,16,1105,4.0,0.0,0.0,2.0,0.0,0.0,7,0
26.0,16,1181,4.0,0.0,0.0,0.0,3.0,0.0,0,3
31.0,15,995,1.0,0.0,1.0,1.0,2.0,1.0,7,1
24.0,24,2114,4.0,1.0,0.0,1.0,1.0,0.0,0,3
23.0,19,1308,1.0,0.0,2.0,4.0,2.0,1.0,7,1
18.0,19,746,3.0,0.0,0.0,2.0,2.0,0.0,7,3
26.0,15,452,1.0,0.0,0.0,0.0,0.0,0.0,7,3
33.0,22,926,0.0,0.0,0.0,5.0,1.0,0.0,3,3
28.0,24,1853,6.0,0.0,0.0,8.0,4.0,0.0,7,3
24.0,17,1157,4.0,0.0,0.0,3.0,3.0,0.0,7,0
27.0,8,301,1.0,0.0,0.0,0.0,0.0,0.0,3,0
21.0,1,7,0.0,0.0,0.0,0.0,0.0,0.0,7,3
22.0,24,1761,1.0,0.0,0.0,4.0,2.0,0.0,7,3
29.0,11,413,1.0,0.0,0.0,1.0,0.0,0.0,3,3
37.0,17,1296,2.0,1.0,0.0,1.0,0.0,0.0,7,1
30.0,17,584,2.0,0.0,0.0,1.0,0.0,0.0,7,0
23.0,23,1420,0.0,0.0,1.0,7.0,2.0,1.0,3,3
23.0,1,90,0.0,0.0,0.0,0.0,0.0,0.0,7,0
26.0,19,782,0.0,0.0,0.0,2.0,1.0,0.0,7,0
34.0,8,540,0.0,0.0,0.0,2.0,0.0,0.0,3,3
24.0,2,64,0.0,1.0,0.0,0.0,0.0,0.0,0,2
29.0,6,157,0.0,0.0,0.0,0.0,0.0,0.0,0,3
33.0,22,1962,4.0,0.0,0.0,1.0,5.0,0.0,7,3
18.0,19,1594,0.0,0.0,2.0,10.0,8.0,2.0,7,1
21.0,25,1802,5.0,0.0,0.0,1.0,2.0,0.0,7,3
20.0,2,5,0.0,0.0,0.0,0.0,0.0,0.0,7,2
28.0,13,376,1.0,0.0,0.0,0.0,1.0,0.0,7,3
25.0,16,1335,2.0,0.0,0.0,0.0,1.0,0.0,0,2
23.0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,3,2
20.0,23,1882,2.0,0.0,2.0,8.0,4.0,1.0,7,4
25.0,15,821,2.0,1.0,0.0,0.0,0.0,0.0,0,2
20.0,23,1165,0.0,0.0,0.0,0.0,0.0,0.0,0,3
24.0,2,180,2.0,0.0,0.0,0.0,0.0,0.0,0,2
24.0,7,326,2.0,0.0,0.0,0.0,0.0,0.0,0,2
23.0,16,1307,3.0,0.0,0.0,1.0,0.0,0.0,0,2
30.0,19,1617,6.0,1.0,0.0,3.0,0.0,0.0,3,4
26.0,2,164,0.0,0.0,0.0,0.0,0.0,0.0,0,0
17.0,3,243,0.0,0.0,0.0,1.0,0.0,0.0,0,2
19.0,21,1681,2.0,0.0,0.0,1.0,3.0,0.0,0,2
29.0,11,877,3.0,1.0,0.0,0.0,1.0,0.0,7,2
22.0,12,291,1.0,0.0,0.0,0.0,0.0,0.0,7,1
24.0,20,1073,1.0,0.0,0.0,1.0,2.0,0.0,7,4
30.0,11,933,1.0,0.0,0.0,4.0,1.0,0.0,7,4
26.0,20,1249,5.0,0.0,0.0,5.0,2.0,0.0,3,4
25.0,19,1280,1.0,0.0,0.0,1.0,2.0,0.0,7,4
34.0,18,638,0.0,0.0,1.0,1.0,1.0,0.0,3,4
26.0,21,1248,2.0,0.0,0.0,0.0,3.0,0.0,0,4
33.0,21,1569,2.0,0.0,0.0,1.0,2.0,0.0,7,4
24.0,1,34,1.0,0.0,0.0,0.0,0.0,0.0,3,4
24.0,19,1131,1.0,0.0,1.0,1.0,1.0,1.0,3,1
27.0,12,228,1.0,0.0,0.0,0.0,0.0,0.0,7,4
20.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,4
21.0,16,1207,0.0,0.0,0.0,2.0,0.0,0.0,0,0
26.0,12,765,2.0,0.0,0.0,0.0,1.0,0.0,7,4
26.0,19,999,1.0,0.0,0.0,0.0,2.0,0.0,7,4
27.0,15,736,4.0,0.0,0.0,0.0,0.0,0.0,0,0
26.0,11,276,0.0,0.0,0.0,0.0,0.0,0.0,7,4
31.0,21,1101,0.0,0.0,1.0,4.0,1.0,1.0,7,4
29.0,5,353,0.0,0.0,0.0,0.0,0.0,0.0,0,3
20.0,10,430,2.0,0.0,0.0,0.0,0.0,0.0,0,4
24.0,16,503,1.0,0.0,0.0,2.0,1.0,0.0,3,3
31.0,9,404,0.0,1.0,0.0,1.0,0.0,0.0,3,0
20.0,5,104,0.0,0.0,0.0,0.0,0.0,0.0,0,2
26.0,19,1250,1.0,0.0,0.0,0.0,1.0,0.0,0,4
31.0,19,1546,4.0,0.0,0.0,0.0,1.0,0.0,0,2
28.0,18,1575,7.0,0.0,0.0,0.0,1.0,0.0,0,1
27.0,25,2084,4.0,0.0,0.0,5.0,1.0,0.0,7,3
27.0,18,1017,0.0,0.0,0.0,1.0,4.0,0.0,7,3
22.0,1,10,0.0,0.0,0.0,0.0,0.0,0.0,7,0
35.0,2,69,0.0,0.0,0.0,0.0,0.0,0.0,3,4
35.0,12,74,0.0,0.0,0.0,0.0,0.0,0.0,3,4
24.0,3,86,0.0,0.0,0.0,0.0,0.0,0.0,0,3
24.0,4,120,2.0,0.0,0.0,0.0,0.0,0.0,0,1
21.0,1,65,1.0,0.0,0.0,0.0,0.0,0.0,0,1
20.0,6,88,1.0,0.0,0.0,0.0,0.0,0.0,0,4
18.0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,3,2
36.0,16,1033,2.0,0.0,0.0,0.0,0.0,0.0,0,2
24.0,32,2842,4.0,0.0,4.0,6.0,1.0,3.0,7,2
25.0,12,855,2.0,0.0,0.0,0.0,0.0,0.0,0,2
30.0,25,1393,2.0,0.0,0.0,5.0,2.0,0.0,0,2
25.0,4,205,0.0,0.0,0.0,0.0,1.0,0.0,0,4
23.0,35,2074,3.0,0.0,0.0,2.0,0.0,0.0,0,1
21.0,7,263,1.0,0.0,0.0,0.0,0.0,0.0,7,1
28.0,1,7,0.0,0.0,0.0,0.0,0.0,0.0,7,4
21.0,34,2768,3.0,0.0,1.0,9.0,2.0,1.0,3,2
24.0,19,1090,1.0,0.0,0.0,1.0,1.0,0.0,0,2
24.0,26,1901,4.0,0.0,2.0,7.0,2.0,1.0,7,2
25.0,29,2463,13.0,0.0,0.0,0.0,1.0,0.0,0,1
26.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3,4
26.0,28,1183,1.0,0.0,2.0,3.0,4.0,1.0,3,4
20.0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,7,4
36.0,23,1710,0.0,0.0,0.0,0.0,1.0,0.0,0,4
18.0,4,170,1.0,0.0,0.0,0.0,0.0,0.0,0,3
24.0,4,134,0.0,0.0,0.0,0.0,0.0,0.0,3,1
24.0,15,1075,2.0,0.0,0.0,3.0,1.0,0.0,3,2
28.0,36,2652,2.0,0.0,1.0,9.0,3.0,0.0,3,4
25.0,28,1965,7.0,0.0,0.0,0.0,3.0,0.0,7,3
23.0,25,1545,5.0,1.0,0.0,2.0,2.0,0.0,3,0
26.0,22,1409,4.0,0.0,0.0,1.0,1.0,0.0,0,3
20.0,1,26,0.0,0.0,0.0,0.0,0.0,0.0,7,2
22.0,25,1433,4.0,0.0,0.0,7.0,6.0,0.0,3,0
22.0,29,1097,0.0,0.0,0.0,2.0,2.0,0.0,3,3
24.0,20,766,3.0,0.0,0.0,2.0,0.0,0.0,7,0
24.0,25,1219,3.0,1.0,0.0,4.0,6.0,0.0,7,4
26.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,2
18.0,6,42,0.0,0.0,0.0,0.0,0.0,0.0,7,4
27.0,14,724,2.0,0.0,0.0,0.0,0.0,0.0,7,4
26.0,32,1639,3.0,0.0,0.0,3.0,1.0,0.0,3,0
27.0,16,1410,3.0,0.0,0.0,1.0,0.0,0.0,0,3
27.0,14,1260,3.0,0.0,0.0,0.0,0.0,0.0,0,2
18.0,2,6,0.0,0.0,0.0,0.0,0.0,0.0,7,3
18.0,8,300,1.0,0.0,0.0,1.0,0.0,0.0,3,2
22.0,35,2114,5.0,1.0,0.0,1.0,3.0,0.0,7,1
24.0,22,1751,1.0,0.0,0.0,3.0,0.0,0.0,0,0
28.0,16,443,3.0,0.0,0.0,0.0,1.0,0.0,7,1
21.0,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0,1
28.0,21,1760,5.0,0.0,0.0,0.0,0.0,0.0,0,1
31.0,16,1124,4.0,0.0,0.0,1.0,2.0,0.0,0,2
22.0,3,58,0.0,0.0,0.0,0.0,0.0,0.0,7,2
16.0,6,270,0.0,0.0,0.0,0.0,0.0,0.0,0,4
22.0,5,43,0.0,0.0,0.0,0.0,0.0,0.0,3,0
30.0,26,1959,7.0,0.0,0.0,2.0,0.0,0.0,7,2
28.0,8,583,0.0,0.0,0.0,0.0,0.0,0.0,0,1
28.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,1
19.0,5,127,0.0,0.0,0.0,0.0,0.0,0.0,3,2
27.0,35,2995,5.0,0.0,0.0,2.0,1.0,0.0,0,3
23.0,37,3109,7.0,1.0,0.0,4.0,7.0,0.0,0,3
19.0,2,13,0.0,0.0,0.0,0.0,0.0,0.0,3,4
26.0,24,1438,5.0,0.0,0.0,0.0,0.0,0.0,0,3
30.0,31,2495,5.0,0.0,1.0,13.0,2.0,0.0,3,2
29.0,26,2014,3.0,0.0,0.0,0.0,0.0,0.0,0,3
20.0,9,500,2.0,0.0,0.0,0.0,0.0,0.0,0,2
29.0,10,678,0.0,0.0,0.0,0.0,0.0,0.0,0,3
20.0,11,584,1.0,0.0,0.0,1.0,0.0,0.0,7,1
26.0,30,2523,5.0,0.0,0.0,2.0,3.0,0.0,0,2
22.0,32,2406,2.0,0.0,1.0,5.0,10.0,1.0,3,2
26.0,2,19,1.0,0.0,0.0,0.0,0.0,0.0,7,2
22.0,31,2486,7.0,0.0,0.0,0.0,1.0,0.0,0,2
31.0,14,966,4.0,0.0,0.0,0.0,0.0,0.0,7,4
22.0,4,45,0.0,0.0,0.0,0.0,0.0,0.0,3,4
29.0,32,2220,3.0,0.0,0.0,0.0,0.0,0.0,0,0
28.0,14,639,0.0,0.0,2.0,3.0,1.0,1.0,3,2
32.0,7,317,1.0,0.0,0.0,0.0,0.0,0.0,0,1
18.0,3,160,0.0,0.0,0.0,0.0,0.0,0.0,7,1
34.0,14,62,0.0,0.0,0.0,1.0,0.0,0.0,3,0
38.0,15,1188,5.0,0.0,0.0,0.0,0.0,0.0,0,1
21.0,1,10,0.0,0.0,0.0,0.0,0.0,0.0,7,3
21.0,15,764,4.0,0.0,0.0,2.0,3.0,0.0,3,3
27.0,34,2971,8.0,0.0,0.0,1.0,0.0,0.0,0,1
26.0,10,452,1.0,0.0,0.0,0.0,0.0,0.0,7,1
26.0,14,1090,1.0,0.0,0.0,0.0,2.0,0.0,7,1
25.0,33,2365,5.0,0.0,0.0,3.0,6.0,0.0,0,3
25.0,26,1371,1.0,1.0,0.0,5.0,2.0,0.0,3,1
20.0,27,1621,2.0,0.0,0.0,3.0,4.0,0.0,3,2
23.0,3,71,0.0,0.0,0.0,0.0,0.0,0.0,3,4
25.0,1,2,1.0,0.0,0.0,0.0,0.0,0.0,3,1
29.0,28,1750,3.0,0.0,0.0,1.0,3.0,0.0,3,2
28.0,1,9,0.0,1.0,0.0,0.0,0.0,0.0,7,4
23.0,16,951,3.0,0.0,0.0,1.0,4.0,0.0,7,2
24.0,34,1977,2.0,0.0,0.0,0.0,4.0,0.0,7,1
20.0,2,48,0.0,0.0,0.0,0.0,1.0,0.0,3,1
30.0,9,157,0.0,0.0,0.0,0.0,0.0,0.0,3,3
25.0,29,1112,5.0,0.0,0.0,1.0,1.0,0.0,3,4
33.0,31,2647,10.0,2.0,3.0,3.0,0.0,3.0,0,1
25.0,12,753,2.0,0.0,0.0,0.0,0.0,0.0,0,4
23.0,22,1630,6.0,0.0,0.0,0.0,0.0,0.0,0,1
22.0,32,1972,4.0,0.0,0.0,0.0,1.0,0.0,7,1
25.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,3
26.0,28,1772,9.0,1.0,0.0,0.0,1.0,0.0,7,3
21.0,26,1572,6.0,0.0,0.0,4.0,3.0,0.0,7,1
24.0,37,2509,5.0,0.0,4.0,17.0,4.0,4.0,3,1
29.0,21,1781,4.0,0.0,0.0,1.0,0.0,0.0,0,1
22.0,12,236,1.0,0.0,0.0,0.0,0.0,0.0,7,0
19.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3,3
27.0,24,1376,6.0,0.0,1.0,3.0,1.0,1.0,7,1
17.0,5,346,0.0,0.0,0.0,0.0,0.0,0.0,0,3
28.0,13,375,1.0,0.0,0.0,0.0,1.0,0.0,3,1
30.0,11,790,2.0,0.0,0.0,0.0,0.0,0.0,0,2
21.0,8,96,1.0,0.0,0.0,0.0,0.0,0.0,0,0
26.0,30,2165,5.0,0.0,0.0,1.0,0.0,0.0,0,2
28.0,30,2437,3.0,0.0,0.0,1.0,3.0,0.0,0,2
27.0,30,2473,9.0,2.0,2.0,7.0,5.0,2.0,7,0
18.0,2,28,1.0,0.0,0.0,0.0,0.0,0.0,3,3
18.0,9,320,0.0,0.0,0.0,2.0,0.0,0.0,0,2
18.0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,7,3
18.0,17,859,2.0,0.0,0.0,0.0,0.0,0.0,7,2
24.0,31,2467,6.0,0.0,2.0,10.0,9.0,2.0,3,0
27.0,2,180,0.0,0.0,0.0,0.0,0.0,0.0,7,4
28.0,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0,3
28.0,29,2583,6.0,1.0,0.0,0.0,0.0,0.0,0,3
21.0,37,2728,10.0,0.0,0.0,2.0,6.0,0.0,7,3
23.0,33,2472,7.0,0.0,0.0,0.0,0.0,0.0,7,3
33.0,30,2692,12.0,0.0,0.0,0.0,3.0,0.0,7,2
27.0,22,1188,5.0,0.0,0.0,1.0,2.0,0.0,3,1
29.0,23,1598,7.0,0.0,0.0,2.0,2.0,0.0,7,0
27.0,38,3177,1.0,0.0,0.0,2.0,1.0,0.0,0,4
19.0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,3,4
22.0,22,1114,3.0,0.0,0.0,2.0,3.0,0.0,7,4
28.0,26,1949,4.0,0.0,0.0,2.0,2.0,0.0,0,0
21.0,2,28,0.0,0.0,0.0,0.0,0.0,0.0,3,1
16.0,3,139,0.0,0.0,0.0,0.0,0.0,0.0,0,2
34.0,14,836,1.0,0.0,0.0,1.0,1.0,0.0,3,3
21.0,26,1022,3.0,0.0,0.0,0.0,1.0,0.0,3,1
24.0,8,141,0.0,0.0,0.0,0.0,0.0,0.0,0,3
24.0,17,1362,2.0,1.0,0.0,5.0,2.0,0.0,3,1
29.0,26,1720,7.0,0.0,0.0,2.0,0.0,0.0,7,1
32.0,29,2128,2.0,0.0,0.0,0.0,1.0,0.0,0,2
26.0,2,177,0.0,0.0,0.0,0.0,0.0,0.0,0,1
28.0,35,2661,10.0,0.0,3.0,10.0,0.0,3.0,7,1
22.0,35,2460,8.0,0.0,0.0,1.0,1.0,0.0,0,1
22.0,12,497,2.0,0.0,0.0,0.0,0.0,0.0,0,3
25.0,12,754,3.0,0.0,0.0,1.0,1.0,0.0,0,1
23.0,35,1441,0.0,0.0,1.0,2.0,0.0,0.0,3,3
28.0,28,2047,3.0,0.0,0.0,0.0,1.0,0.0,0,2
22.0,1,19,0.0,0.0,0.0,0.0,0.0,0.0,3,1
25.0,36,3079,9.0,0.0,0.0,0.0,3.0,0.0,0,1
22.0,1,7,0.0,0.0,0.0,0.0,0.0,0.0,7,1
28.0,32,2013,1.0,0.0,0.0,3.0,0.0,0.0,7,3
27.0,20,1248,4.0,0.0,1.0,2.0,2.0,0.0,3,3
17.0,3,48,1.0,0.0,0.0,0.0,0.0,0.0,7,3
29.0,15,133,0.0,0.0,0.0,0.0,0.0,0.0,3,1
21.0,25,1755,3.0,0.0,0.0,5.0,3.0,0.0,7,2
35.0,17,527,1.0,0.0,0.0,4.0,2.0,0.0,3,4
30.0,28,2356,7.0,1.0,0.0,3.0,5.0,0.0,7,0
24.0,23,713,8.0,1.0,2.0,2.0,0.0,1.0,3,0
21.0,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0,1
21.0,20,752,1.0,0.0,0.0,0.0,1.0,0.0,0,0
29.0,21,1054,0.0,0.0,0.0,2.0,1.0,0.0,3,1
21.0,23,1670,3.0,0.0,0.0,0.0,1.0,0.0,0,1
28.0,13,743,2.0,0.0,2.0,3.0,1.0,0.0,7,3
