Age,MP,Min,CrdY,CrdR,PKatt,Gls,Ast,PK,Pos_encoded,Comp_encoded
23.0,15,1195,0.23,0.0,0.0,1.0,1.0,0.0,7,3
20.0,18,1138,0.0,0.0,0.0,0.0,0.0,0.0,5,0
31.0,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0,0
32.0,16,727,0.62,0.0,0.0,1.0,1.0,0.0,7,0
21.0,4,47,0.0,0.0,0.0,0.0,0.0,0.0,9,2
29.0,23,2055,0.18,0.0,0.13,1.0,0.0,0.0,3,3
24.0,17,1173,0.15,0.0,0.0,1.0,0.0,0.0,3,0
21.0,20,1525,0.36,0.0,0.0,0.0,0.0,0.0,9,1
31.0,2,174,0.0,0.0,0.0,1.0,1.0,0.0,7,3
28.0,10,378,0.48,0.0,0.0,1.0,0.0,0.0,3,0
24.0,9,229,0.4,0.0,0.0,0.0,0.0,0.0,5,4
26.0,17,930,0.68,0.0,0.0,1.0,1.0,0.0,7,0
20.0,6,93,1.0,0.0,0.0,1.0,0.0,0.0,3,1
28.0,9,547,0.0,0.0,0.0,0.0,0.0,0.0,0,4
20.0,7,342,0.26,0.0,0.0,0.0,0.0,0.0,0,4
20.0,4,72,0.0,0.0,0.0,0.0,0.0,0.0,4,0
25.0,12,306,0.59,0.0,0.0,0.0,0.0,0.0,8,4
24.0,17,1195,0.15,0.0,0.08,0.0,0.0,0.0,4,0
22.0,19,725,0.37,0.0,0.0,1.0,0.0,0.0,3,4
30.0,1,23,0.0,0.0,0.0,0.0,0.0,0.0,0,3
30.0,12,713,0.0,0.0,0.0,1.0,0.0,0.0,3,3
19.0,10,304,0.29,0.0,0.0,0.0,0.0,0.0,0,2
26.0,17,1485,0.24,0.0,0.0,0.0,0.0,0.0,0,3
19.0,2,121,0.77,0.0,0.0,0.0,0.0,0.0,0,2
28.0,6,247,0.0,0.0,0.0,1.0,1.0,0.0,7,3
22.0,14,434,0.63,0.0,0.0,1.0,1.0,0.0,7,0
24.0,10,900,0.2,0.0,0.0,0.0,0.0,0.0,0,3
28.0,19,1654,0.22,0.0,0.0,0.0,0.0,0.0,0,0
27.0,4,83,1.11,0.0,0.0,0.0,0.0,0.0,5,1
25.0,18,1571,0.06,0.0,0.0,0.0,0.0,0.0,0,0
26.0,12,365,0.73,0.0,0.0,1.0,1.0,0.0,7,1
27.0,22,1418,0.25,0.0,0.0,0.0,0.0,0.0,9,2
32.0,14,868,0.31,0.1,0.0,0.0,0.0,0.0,5,2
29.0,19,1663,0.32,0.0,0.0,1.0,1.0,0.0,7,0
17.0,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0,2
33.0,20,552,0.49,0.0,0.16,1.0,0.0,0.0,3,1
23.0,13,1096,0.41,0.16,0.0,0.0,0.0,0.0,0,0
25.0,22,1980,0.14,0.0,0.0,0.0,0.0,0.0,0,3
28.0,19,1599,0.28,0.06,0.0,1.0,1.0,0.0,7,0
27.0,9,625,0.43,0.0,0.0,0.0,0.0,0.0,0,2
22.0,17,1443,0.19,0.0,0.0,0.0,0.0,0.0,0,4
33.0,11,668,0.54,0.0,0.0,0.0,0.0,0.0,0,4
32.0,14,280,0.65,0.0,0.0,0.0,0.0,0.0,9,3
26.0,5,289,0.0,0.0,0.0,0.0,0.0,0.0,0,0
23.0,15,698,0.26,0.0,0.0,0.0,0.0,0.0,5,1
21.0,14,851,0.0,0.0,0.0,0.0,0.0,0.0,0,0
30.0,19,1710,0.16,0.0,0.11,0.0,0.0,0.0,0,0
26.0,20,1752,0.26,0.0,0.0,0.0,0.0,0.0,0,3
29.0,17,1410,0.32,0.0,0.0,1.0,1.0,0.0,7,0
31.0,16,1121,0.24,0.0,0.0,1.0,1.0,0.0,7,1
29.0,19,1073,0.08,0.0,0.0,0.0,0.0,0.0,0,2
18.0,2,25,0.0,0.0,0.0,0.0,0.0,0.0,4,1
24.0,18,1442,0.19,0.06,0.06,1.0,0.0,0.0,3,0
31.0,1,25,0.0,0.0,0.0,0.0,0.0,0.0,0,0
23.0,5,382,0.0,0.0,0.0,0.0,0.0,0.0,0,3
29.0,16,962,0.37,0.0,0.0,1.0,1.0,0.0,7,1
23.0,21,647,0.28,0.0,0.14,1.0,0.0,0.0,3,2
21.0,18,1560,0.4,0.0,0.0,1.0,1.0,0.0,7,0
27.0,7,520,0.52,0.0,0.0,0.0,0.0,0.0,0,2
25.0,21,1792,0.15,0.0,0.0,0.0,0.0,0.0,0,3
24.0,21,1835,0.25,0.0,0.2,1.0,1.0,0.0,7,4
22.0,14,668,0.0,0.0,0.0,0.0,0.0,0.0,0,0
30.0,21,1484,0.06,0.0,0.0,0.0,0.0,0.0,1,4
30.0,1,74,1.25,0.0,0.0,0.0,0.0,0.0,2,0
25.0,19,1347,0.2,0.0,0.0,1.0,0.0,0.0,3,4
26.0,20,1701,0.21,0.0,0.0,1.0,1.0,0.0,7,2
31.0,14,1115,0.4,0.08,0.0,0.0,0.0,0.0,0,3
24.0,13,1031,0.0,0.0,0.0,0.0,0.0,0.0,0,1
25.0,2,180,0.0,0.0,0.0,0.0,0.0,0.0,0,2
33.0,12,704,0.26,0.0,0.0,0.0,0.0,0.0,8,3
28.0,15,835,0.32,0.0,0.0,1.0,1.0,0.0,7,3
26.0,10,390,0.23,0.0,0.0,1.0,1.0,0.0,7,4
22.0,5,379,0.24,0.0,0.0,0.0,0.0,0.0,5,0
28.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,3
24.0,15,1097,0.08,0.0,0.0,1.0,1.0,0.0,7,0
31.0,19,1365,0.07,0.0,0.13,0.0,0.0,0.0,9,0
31.0,18,1462,0.19,0.0,0.0,1.0,1.0,0.0,7,0
21.0,20,1636,0.16,0.0,0.0,1.0,1.0,0.0,7,0
25.0,1,18,0.0,0.0,0.0,1.0,0.0,0.0,3,4
21.0,1,15,0.0,0.0,0.0,1.0,0.0,0.0,3,4
33.0,17,1219,0.15,0.07,0.0,1.0,1.0,0.0,7,1
29.0,11,721,0.38,0.0,0.0,0.0,0.0,0.0,9,4
34.0,5,272,0.0,0.0,0.0,0.0,0.0,0.0,9,0
30.0,9,778,0.0,0.0,0.0,0.0,0.0,0.0,0,0
21.0,17,1248,0.14,0.0,0.0,0.0,0.0,0.0,5,1
22.0,15,1132,0.0,0.0,0.0,0.0,0.0,0.0,9,3
17.0,7,419,0.64,0.0,0.0,0.0,0.0,0.0,0,2
23.0,4,134,0.67,0.0,0.0,0.0,0.0,0.0,0,4
27.0,4,196,0.0,0.0,0.0,1.0,1.0,0.0,7,0
22.0,1,5,0.0,0.0,0.0,1.0,0.0,0.0,3,0
30.0,3,135,0.67,0.0,0.0,0.0,0.0,0.0,0,3
22.0,17,1232,0.0,0.0,0.07,1.0,0.0,0.0,3,4
27.0,22,1078,0.17,0.0,0.08,1.0,0.0,0.0,3,2
26.0,12,559,0.32,0.0,0.0,0.0,0.0,0.0,9,0
27.0,1,8,0.0,0.0,0.0,1.0,0.0,0.0,3,4
27.0,12,766,0.35,0.0,0.0,0.0,0.0,0.0,4,4
30.0,11,853,0.42,0.0,0.0,1.0,1.0,0.0,7,1
24.0,11,350,0.26,0.0,0.0,1.0,1.0,0.0,7,1
19.0,5,82,0.0,0.0,0.0,0.0,0.0,0.0,5,2
28.0,18,1399,0.0,0.0,0.0,1.0,0.0,0.0,3,2
28.0,4,249,0.0,0.0,0.0,1.0,0.0,0.0,3,2
31.0,22,1923,0.09,0.0,0.19,1.0,0.0,0.0,3,2
27.0,9,212,0.0,0.0,0.0,1.0,1.0,0.0,7,2
22.0,15,1002,0.0,0.0,0.0,0.0,0.0,0.0,0,0
26.0,2,107,0.83,0.0,0.0,1.0,1.0,0.0,7,0
25.0,9,674,0.53,0.0,0.0,1.0,1.0,0.0,7,0
30.0,7,171,0.53,0.0,0.0,0.0,0.0,0.0,0,0
31.0,5,373,0.0,0.0,0.0,0.0,0.0,0.0,0,2
34.0,16,722,0.0,0.0,0.0,0.0,0.0,0.0,9,3
32.0,10,567,0.32,0.0,0.0,0.0,0.0,0.0,0,0
30.0,18,1217,0.52,0.07,0.0,0.0,0.0,0.0,5,1
24.0,15,470,0.0,0.0,0.0,0.0,0.0,0.0,5,2
25.0,6,481,0.0,0.0,0.0,1.0,0.0,0.0,3,4
25.0,14,883,0.0,0.0,0.0,1.0,0.0,0.0,3,4
22.0,18,409,0.22,0.0,0.0,0.0,0.0,0.0,0,3
29.0,5,126,0.0,0.0,0.0,0.0,0.0,0.0,9,3
28.0,5,376,0.0,0.0,0.0,0.0,0.0,0.0,0,3
29.0,18,1540,0.06,0.0,0.0,0.0,0.0,0.0,0,2
27.0,2,47,2.0,0.0,0.0,1.0,0.0,0.0,3,1
19.0,5,152,0.0,0.0,0.0,0.0,0.0,0.0,0,3
22.0,19,1150,0.08,0.0,0.0,0.0,0.0,0.0,1,2
25.0,11,463,0.0,0.0,0.0,0.0,0.0,0.0,5,0
30.0,17,1116,0.08,0.0,0.0,0.0,0.0,0.0,5,4
29.0,4,107,2.5,0.0,0.0,0.0,0.0,0.0,0,3
21.0,10,106,0.0,0.0,0.0,0.0,0.0,0.0,4,1
25.0,14,545,0.0,0.0,0.0,0.0,0.0,0.0,8,1
33.0,12,441,0.2,0.0,0.0,1.0,1.0,0.0,7,0
24.0,15,1224,0.37,0.07,0.07,1.0,0.0,0.0,3,4
24.0,3,266,0.0,0.0,0.0,1.0,0.0,0.0,3,2
19.0,13,893,0.4,0.0,0.0,1.0,1.0,0.0,7,3
20.0,9,255,0.0,0.0,0.0,0.0,0.0,0.0,9,1
26.0,15,1065,0.34,0.0,0.0,0.0,0.0,0.0,0,4
19.0,1,9,10.0,0.0,0.0,1.0,0.0,0.0,3,4
32.0,17,1323,0.0,0.0,0.0,0.0,0.0,0.0,2,4
29.0,18,1217,0.37,0.0,0.0,0.0,0.0,0.0,0,4
20.0,16,956,0.0,0.0,0.0,0.0,0.0,0.0,8,2
25.0,3,81,0.0,0.0,0.0,0.0,0.0,0.0,0,2
24.0,17,952,0.09,0.0,0.0,0.0,0.0,0.0,5,2
23.0,22,1928,0.14,0.0,0.0,1.0,1.0,0.0,7,2
33.0,22,1980,0.05,0.0,0.0,0.0,0.0,0.0,0,2
33.0,18,1295,0.35,0.07,0.0,0.0,0.0,0.0,0,2
26.0,17,1356,0.26,0.0,0.0,0.0,0.0,0.0,0,1
23.0,21,1524,0.36,0.06,0.0,0.0,0.0,0.0,5,4
19.0,1,55,0.0,0.0,0.0,1.0,1.0,0.0,7,2
29.0,17,1417,0.38,0.06,0.0,1.0,1.0,0.0,7,2
24.0,17,1458,0.12,0.06,0.0,0.0,0.0,0.0,0,0
24.0,9,663,0.0,0.0,0.0,0.0,0.0,0.0,0,0
31.0,18,1488,0.24,0.06,0.0,0.0,0.0,0.0,0,1
29.0,16,1155,0.08,0.0,0.0,0.0,0.0,0.0,0,1
27.0,15,662,0.0,0.0,0.0,1.0,1.0,0.0,7,1
19.0,1,2,0.0,0.0,0.0,1.0,1.0,0.0,7,2
19.0,1,23,0.0,0.0,0.0,0.0,0.0,0.0,0,3
29.0,4,192,1.43,0.48,0.0,1.0,1.0,0.0,7,3
29.0,14,838,0.11,0.11,0.0,0.0,0.0,0.0,8,2
21.0,6,85,0.0,0.0,0.0,1.0,0.0,0.0,3,0
27.0,13,935,0.19,0.0,0.0,0.0,0.0,0.0,0,3
28.0,12,613,0.0,0.0,0.0,0.0,0.0,0.0,0,0
34.0,17,913,0.0,0.1,0.2,1.0,0.0,0.0,3,1
20.0,17,1201,0.08,0.0,0.0,1.0,1.0,0.0,7,2
24.0,19,1355,0.66,0.0,0.0,0.0,0.0,0.0,8,4
28.0,22,1973,0.14,0.0,0.0,0.0,0.0,0.0,8,3
22.0,16,709,0.63,0.0,0.0,1.0,1.0,0.0,7,2
24.0,1,9,0.0,0.0,0.0,1.0,1.0,0.0,7,2
34.0,17,1334,0.14,0.07,0.07,1.0,0.0,0.0,3,1
21.0,9,129,0.71,0.0,0.0,1.0,0.0,0.0,3,0
25.0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0,3
18.0,9,453,0.2,0.0,0.0,0.0,0.0,0.0,2,3
21.0,9,306,0.0,0.0,0.0,0.0,0.0,0.0,5,3
34.0,17,967,0.28,0.0,0.0,0.0,0.0,0.0,2,2
26.0,20,1741,0.05,0.0,0.0,0.0,0.0,0.0,0,0
23.0,17,1217,0.22,0.0,0.0,0.0,0.0,0.0,0,0
28.0,8,452,0.0,0.0,0.0,0.0,0.0,0.0,0,3
22.0,18,1207,0.15,0.0,0.0,0.0,0.0,0.0,9,0
28.0,21,1240,0.43,0.0,0.0,1.0,1.0,0.0,7,4
30.0,14,861,0.1,0.0,0.0,0.0,0.0,0.0,5,3
25.0,8,548,0.16,0.0,0.0,0.0,0.0,0.0,0,1
25.0,5,77,0.0,0.0,0.0,0.0,0.0,0.0,9,4
25.0,13,768,0.12,0.0,0.0,1.0,1.0,0.0,7,0
20.0,1,17,0.0,0.0,0.0,1.0,0.0,0.0,3,1
29.0,8,649,0.14,0.0,0.0,0.0,0.0,0.0,0,3
29.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,4
28.0,13,1016,0.09,0.0,0.0,0.0,0.0,0.0,8,1
26.0,8,521,0.17,0.0,0.0,0.0,0.0,0.0,9,1
28.0,21,1745,0.05,0.0,0.0,1.0,1.0,0.0,7,4
25.0,18,1400,0.26,0.0,0.0,1.0,1.0,0.0,7,4
24.0,14,1136,0.24,0.0,0.0,0.0,0.0,0.0,0,4
20.0,15,1059,0.25,0.08,0.0,0.0,0.0,0.0,0,2
24.0,14,1099,0.16,0.0,0.0,0.0,0.0,0.0,0,3
27.0,15,1032,0.09,0.0,0.0,0.0,0.0,0.0,8,3
25.0,22,1685,0.11,0.0,0.0,1.0,1.0,0.0,7,3
25.0,21,1299,0.14,0.0,0.21,0.0,0.0,0.0,5,4
27.0,18,1239,0.14,0.0,0.0,0.0,0.0,0.0,9,2
33.0,11,932,0.29,0.0,0.0,0.0,0.0,0.0,0,1
25.0,14,1120,0.48,0.0,0.0,1.0,1.0,0.0,7,4
27.0,19,794,0.11,0.0,0.0,1.0,1.0,0.0,7,1
21.0,17,725,0.49,0.25,0.0,1.0,1.0,0.0,7,2
36.0,20,1771,0.15,0.0,0.0,1.0,1.0,0.0,7,0
24.0,22,1638,0.16,0.0,0.0,0.0,0.0,0.0,2,2
22.0,7,377,0.0,0.0,0.0,0.0,0.0,0.0,0,4
33.0,5,426,0.21,0.0,0.0,0.0,0.0,0.0,0,2
24.0,20,1048,0.17,0.0,0.0,1.0,1.0,0.0,7,4
28.0,2,12,0.0,0.0,0.0,0.0,0.0,0.0,9,3
29.0,19,1139,0.24,0.0,0.0,1.0,0.0,0.0,3,1
27.0,20,981,0.18,0.0,0.09,1.0,0.0,0.0,3,4
23.0,4,17,5.0,0.0,0.0,1.0,1.0,0.0,7,1
24.0,6,291,0.0,0.0,0.0,1.0,1.0,0.0,7,2
24.0,18,1550,0.29,0.0,0.0,0.0,0.0,0.0,0,4
27.0,17,1483,0.18,0.0,0.06,0.0,0.0,0.0,0,1
35.0,19,591,0.15,0.0,0.0,0.0,0.0,0.0,5,1
33.0,6,392,0.0,0.0,0.0,0.0,0.0,0.0,0,4
24.0,20,1434,0.13,0.06,0.0,1.0,1.0,0.0,7,3
29.0,9,395,0.0,0.0,0.0,1.0,0.0,0.0,3,4
20.0,19,1637,0.16,0.0,0.0,0.0,0.0,0.0,0,2
25.0,18,1483,0.36,0.0,0.12,0.0,0.0,0.0,5,0
26.0,1,1,0.0,0.0,0.0,1.0,1.0,0.0,7,3
26.0,16,1195,0.3,0.0,0.08,1.0,1.0,0.0,7,4
26.0,20,1714,0.16,0.11,0.0,0.0,0.0,0.0,0,4
26.0,13,697,0.52,0.0,0.0,0.0,0.0,0.0,0,3
29.0,16,894,0.3,0.0,0.0,0.0,0.0,0.0,0,4
32.0,18,618,0.0,0.0,0.0,1.0,1.0,0.0,7,2
27.0,5,165,0.0,0.0,0.0,0.0,0.0,0.0,9,1
24.0,18,1547,0.35,0.0,0.17,1.0,1.0,0.0,7,3
29.0,19,1379,0.2,0.07,0.0,0.0,0.0,0.0,2,2
30.0,2,180,0.0,0.0,0.0,1.0,0.0,0.0,3,1
26.0,16,1273,0.43,0.0,0.0,0.0,0.0,0.0,9,3
20.0,2,112,0.0,0.0,0.0,1.0,0.0,0.0,3,3
25.0,19,1560,0.23,0.06,0.0,0.0,0.0,0.0,0,1
29.0,3,123,0.0,0.0,0.0,0.0,0.0,0.0,0,1
19.0,1,74,0.0,0.0,0.0,1.0,1.0,0.0,7,2
24.0,10,653,0.14,0.0,0.0,1.0,1.0,0.0,7,4
27.0,9,426,0.64,0.21,0.0,0.0,0.0,0.0,0,4
24.0,18,955,0.0,0.0,0.0,1.0,1.0,0.0,7,2
25.0,23,1661,0.27,0.0,0.0,0.0,0.0,0.0,8,2
29.0,9,391,0.7,0.0,0.0,0.0,0.0,0.0,0,3
22.0,2,65,0.0,0.0,0.0,0.0,0.0,0.0,9,1
31.0,16,898,0.2,0.0,0.0,0.0,0.0,0.0,5,3
24.0,16,923,0.1,0.0,0.0,1.0,1.0,0.0,7,0
23.0,18,1101,0.0,0.0,0.0,0.0,0.0,0.0,5,0
25.0,11,634,0.43,0.0,0.0,0.0,0.0,0.0,8,3
25.0,17,801,0.22,0.0,0.11,0.0,0.0,0.0,9,2
24.0,16,805,0.22,0.0,0.0,1.0,1.0,0.0,7,4
24.0,2,129,0.0,0.0,0.0,1.0,1.0,0.0,7,2
20.0,8,198,0.45,0.0,0.0,0.0,0.0,0.0,5,2
28.0,12,711,0.0,0.0,0.0,1.0,1.0,0.0,7,1
23.0,13,845,0.32,0.0,0.0,0.0,0.0,0.0,0,3
19.0,1,10,10.0,0.0,0.0,1.0,1.0,0.0,7,4
21.0,9,322,0.0,0.0,0.0,0.0,0.0,0.0,5,4
24.0,7,297,0.61,0.0,0.0,1.0,1.0,0.0,7,4
24.0,5,177,1.0,0.0,0.0,1.0,1.0,0.0,7,4
24.0,13,821,0.0,0.0,0.0,1.0,0.0,0.0,3,0
29.0,15,553,0.33,0.0,0.0,0.0,0.0,0.0,9,4
29.0,6,365,0.49,0.0,0.0,0.0,0.0,0.0,9,2
31.0,15,1203,0.22,0.0,0.0,0.0,0.0,0.0,0,1
27.0,5,69,0.0,0.0,0.0,1.0,1.0,0.0,7,1
23.0,2,15,0.0,0.0,0.0,1.0,1.0,0.0,7,2
26.0,22,1821,0.2,0.0,0.0,0.0,0.0,0.0,0,4
29.0,19,1655,0.16,0.0,0.0,0.0,0.0,0.0,0,1
31.0,9,441,0.0,0.0,0.0,0.0,0.0,0.0,0,1
25.0,15,916,0.49,0.0,0.0,1.0,1.0,0.0,7,4
30.0,14,906,0.1,0.0,0.2,1.0,0.0,0.0,3,0
24.0,14,693,0.13,0.0,0.0,1.0,1.0,0.0,7,3
35.0,18,895,0.3,0.0,0.2,1.0,1.0,0.0,7,2
28.0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0,3
23.0,1,19,0.0,0.0,0.0,1.0,0.0,0.0,3,2
23.0,3,95,0.0,0.0,0.0,0.0,0.0,0.0,5,0
24.0,20,1191,0.0,0.0,0.0,0.0,0.0,0.0,1,2
20.0,14,327,0.0,0.0,0.0,0.0,0.0,0.0,5,3
26.0,15,428,0.42,0.21,0.0,0.0,0.0,0.0,5,1
26.0,4,360,0.5,0.0,0.0,0.0,0.0,0.0,0,1
28.0,21,1807,0.1,0.0,0.0,0.0,0.0,0.0,4,3
25.0,21,1655,0.22,0.0,0.0,1.0,1.0,0.0,7,2
24.0,4,107,0.0,0.0,0.0,0.0,0.0,0.0,0,4
30.0,19,1529,0.29,0.0,0.0,0.0,0.0,0.0,0,4
27.0,1,9,0.0,0.0,0.0,1.0,1.0,0.0,7,3
33.0,21,1619,0.17,0.0,0.0,0.0,0.0,0.0,0,1
35.0,12,323,0.56,0.0,0.0,1.0,1.0,0.0,7,1
29.0,14,1138,0.16,0.0,0.0,0.0,0.0,0.0,0,4
28.0,12,1005,0.45,0.0,0.0,0.0,0.0,0.0,0,1
29.0,5,44,2.0,0.0,0.0,1.0,0.0,0.0,3,1
19.0,7,324,0.28,0.0,0.0,0.0,0.0,0.0,9,1
26.0,21,1503,0.3,0.0,0.0,1.0,1.0,0.0,7,4
28.0,18,1485,0.12,0.06,0.0,0.0,0.0,0.0,0,2
27.0,17,1066,0.25,0.0,0.0,0.0,0.0,0.0,0,4
24.0,19,790,0.23,0.0,0.0,1.0,0.0,0.0,3,0
19.0,1,1,0.0,0.0,0.0,1.0,1.0,0.0,7,3
28.0,22,1824,0.1,0.0,0.0,0.0,0.0,0.0,0,2
32.0,2,135,0.0,0.0,0.0,0.0,0.0,0.0,0,4
20.0,16,1023,0.18,0.0,0.0,1.0,1.0,0.0,7,0
32.0,12,655,0.27,0.0,0.0,1.0,0.0,0.0,3,1
32.0,3,157,0.0,0.0,0.0,1.0,0.0,0.0,3,1
27.0,9,458,0.0,0.0,0.2,1.0,0.0,0.0,3,3
25.0,17,1421,0.06,0.0,0.06,0.0,0.0,0.0,0,0
22.0,3,41,0.0,0.0,0.0,0.0,0.0,0.0,9,1
23.0,4,133,0.67,0.0,0.0,1.0,0.0,0.0,3,1
23.0,9,555,0.0,0.0,0.0,0.0,0.0,0.0,9,1
32.0,9,191,0.95,0.0,0.0,1.0,1.0,0.0,7,2
21.0,21,1726,0.1,0.0,0.0,1.0,0.0,0.0,3,3
19.0,17,1351,0.4,0.0,0.0,0.0,0.0,0.0,0,1
31.0,9,810,0.11,0.0,0.0,0.0,0.0,0.0,0,1
25.0,21,1675,0.05,0.0,0.05,1.0,0.0,0.0,3,4
25.0,20,1568,0.23,0.0,0.0,0.0,0.0,0.0,0,3
26.0,15,1181,0.15,0.0,0.0,0.0,0.0,0.0,0,4
18.0,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0,1
27.0,10,335,0.0,0.0,0.0,0.0,0.0,0.0,9,2
30.0,22,1918,0.19,0.0,0.0,0.0,0.0,0.0,0,4
30.0,18,1547,0.29,0.0,0.0,1.0,1.0,0.0,7,1
29.0,4,304,0.0,0.0,0.0,0.0,0.0,0.0,0,4
24.0,16,1039,0.09,0.0,0.0,0.0,0.0,0.0,2,0
21.0,2,107,0.0,0.0,0.0,0.0,0.0,0.0,8,2
20.0,4,48,0.0,0.0,0.0,1.0,1.0,0.0,7,2
34.0,6,42,4.0,0.0,0.0,1.0,0.0,0.0,3,1
20.0,4,137,0.67,0.0,0.0,1.0,1.0,0.0,7,3
20.0,11,536,0.33,0.0,0.0,0.0,0.0,0.0,9,2
25.0,18,511,0.35,0.0,0.0,1.0,0.0,0.0,3,3
34.0,22,1223,0.15,0.0,0.0,1.0,1.0,0.0,7,4
31.0,9,642,0.14,0.0,0.0,0.0,0.0,0.0,0,3
22.0,10,876,0.0,0.0,0.0,0.0,0.0,0.0,0,0
20.0,6,227,0.0,0.0,0.0,0.0,0.0,0.0,2,2
24.0,16,1331,0.14,0.0,0.0,1.0,1.0,0.0,7,2
26.0,14,712,0.38,0.0,0.0,1.0,0.0,0.0,3,3
18.0,2,146,0.0,0.0,0.0,1.0,1.0,0.0,7,2
24.0,12,796,0.11,0.11,0.0,1.0,0.0,0.0,3,2
25.0,17,1418,0.32,0.0,0.0,0.0,0.0,0.0,0,0
17.0,2,98,0.91,0.0,0.0,0.0,0.0,0.0,0,2
29.0,1,68,0.0,0.0,0.0,0.0,0.0,0.0,0,0
33.0,14,837,0.0,0.0,0.11,1.0,0.0,0.0,3,0
27.0,8,541,0.17,0.0,0.0,0.0,0.0,0.0,0,2
25.0,20,1624,0.17,0.0,0.06,1.0,0.0,0.0,3,1
25.0,11,556,0.0,0.0,0.0,0.0,0.0,0.0,0,0
27.0,15,1199,0.15,0.0,0.0,0.0,0.0,0.0,0,4
27.0,6,144,0.63,0.0,0.0,0.0,0.0,0.0,1,3
24.0,19,1468,0.18,0.0,0.25,1.0,0.0,0.0,3,2
24.0,7,537,0.0,0.0,0.0,0.0,0.0,0.0,0,1
28.0,23,1925,0.09,0.0,0.0,0.0,0.0,0.0,0,2
23.0,22,1657,0.22,0.0,0.05,1.0,0.0,0.0,3,3
23.0,2,25,0.0,0.0,0.0,0.0,0.0,0.0,9,2
20.0,6,66,0.0,0.0,0.0,0.0,0.0,0.0,5,2
28.0,17,1223,0.29,0.0,0.0,1.0,1.0,0.0,7,3
26.0,18,1462,0.25,0.0,0.0,0.0,0.0,0.0,0,3
24.0,2,123,0.71,0.0,0.0,1.0,1.0,0.0,7,3
24.0,15,1052,0.0,0.0,0.0,0.0,0.0,0.0,8,4
23.0,19,981,0.18,0.0,0.0,0.0,0.0,0.0,4,3
26.0,15,753,0.6,0.0,0.0,1.0,1.0,0.0,7,3
35.0,17,1267,0.35,0.0,0.0,0.0,0.0,0.0,8,4
23.0,20,1700,0.26,0.0,0.0,0.0,0.0,0.0,0,2
33.0,21,1838,0.05,0.0,0.0,0.0,0.0,0.0,0,3
21.0,3,249,0.36,0.0,0.0,0.0,0.0,0.0,0,2
28.0,15,1139,0.39,0.0,0.0,1.0,1.0,0.0,7,4
25.0,9,400,0.23,0.0,0.0,0.0,0.0,0.0,4,2
29.0,15,1084,0.25,0.0,0.0,1.0,1.0,0.0,7,1
28.0,16,530,0.17,0.17,0.0,0.0,0.0,0.0,0,2
28.0,2,114,0.0,0.0,0.0,1.0,0.0,0.0,3,1
28.0,2,22,5.0,0.0,0.0,1.0,0.0,0.0,3,1
24.0,11,694,0.13,0.0,0.0,0.0,0.0,0.0,0,1
20.0,14,896,0.2,0.0,0.0,0.0,0.0,0.0,2,2
30.0,20,1483,0.12,0.0,0.0,0.0,0.0,0.0,2,2
26.0,19,1451,0.31,0.0,0.0,1.0,1.0,0.0,7,1
19.0,1,1,0.0,0.0,0.0,1.0,1.0,0.0,7,1
18.0,6,170,0.0,0.0,0.0,0.0,0.0,0.0,0,2
28.0,5,223,0.0,0.0,0.0,0.0,0.0,0.0,0,2
23.0,20,1622,0.44,0.06,0.0,0.0,0.0,0.0,8,2
27.0,14,1127,0.16,0.0,0.0,0.0,0.0,0.0,0,1
30.0,11,420,0.0,0.0,0.0,1.0,1.0,0.0,7,3
24.0,13,1157,0.39,0.0,0.0,0.0,0.0,0.0,0,2
25.0,18,1559,0.29,0.0,0.0,0.0,0.0,0.0,0,3
26.0,16,1285,0.28,0.0,0.07,1.0,1.0,0.0,7,1
20.0,16,1265,0.07,0.0,0.0,0.0,0.0,0.0,0,2
26.0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0,4
33.0,16,1068,0.42,0.0,0.0,1.0,1.0,0.0,7,1
35.0,18,1577,0.0,0.0,0.0,0.0,0.0,0.0,9,2
31.0,15,879,0.1,0.0,0.0,0.0,0.0,0.0,4,4
31.0,9,566,0.32,0.0,0.0,0.0,0.0,0.0,0,0
32.0,13,264,0.69,0.0,0.34,1.0,0.0,0.0,3,0
20.0,1,8,0.0,0.0,0.0,1.0,0.0,0.0,3,3
20.0,2,27,0.0,0.0,0.0,1.0,1.0,0.0,7,4
25.0,16,1288,0.14,0.0,0.0,0.0,0.0,0.0,0,4
28.0,17,986,0.27,0.09,0.0,1.0,0.0,0.0,3,4
28.0,2,129,0.71,0.0,0.0,1.0,0.0,0.0,3,2
27.0,21,1746,0.36,0.0,0.0,1.0,1.0,0.0,7,4
25.0,16,1218,0.07,0.0,0.0,0.0,0.0,0.0,0,1
31.0,11,293,0.0,0.0,0.0,1.0,1.0,0.0,7,3
28.0,14,1165,0.23,0.08,0.0,1.0,1.0,0.0,7,1
30.0,19,1205,0.3,0.0,0.22,0.0,0.0,0.0,5,1
